"許可證字號","中文品名","英文品名","形狀","特殊劑型","顏色","特殊氣味","刻痕","外觀尺寸","標註一","標註二","外觀圖檔連結"
"衛部藥輸字第028728號","安骨卓錠","Alendro-Dthen, Tablets","四邊形","","白","","無","12","5600",,"https://mcp.fda.gov.tw/insert/shapeImg/558dab96-8352-474c-843c-c7d2b81f55a2?c=o"
"衛部藥輸字第028737號","幸維佳持續性藥效肌肉注射懸浮劑100毫克/毫升","Symvaga Prolonged Release Suspension for Intramuscular Injection 100mg/ml",,"","","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/07f798bd-0479-411b-9881-24798f8e5128?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/0ea03d78-0af5-45e6-9f94-86ad2779f1cb?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/6e9b9026-cc8f-45d8-8b27-6662ff006a45?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/c628873e-6168-489f-bdca-3b1ee8896048?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/ce6cd199-dc76-4cef-b381-0eb7dd9a4253?c=o"
"衛部藥輸字第028741號","蘭多美膠囊15毫克","Lendomy Capsules 15mg","膠囊","","白;;;白","","無","21.7","MYLAN LL15","MYLAN LL15","https://mcp.fda.gov.tw/insert/shapeImg/909c5bc2-412d-41e0-bb4e-aefb3344d149?c=o"
"衛部藥輸字第028742號","蘭多美膠囊5毫克","Lendomy Capsules 5mg","膠囊","","白;;;白","","無",,"MYLAN LL5","MYLAN LL5","https://mcp.fda.gov.tw/insert/shapeImg/2ff244f3-e81d-40b0-93e2-8a905c70355b?c=o"
"衛部藥輸字第028743號","蘭多美膠囊25毫克","Lendomy Capsules 25mg","膠囊","","白;;;白","",,"21.7","MYLAN LL25","MYLAN LL25","https://mcp.fda.gov.tw/insert/shapeImg/a5edae50-d1cf-49a6-a85c-1f9f4cb22620?c=o"
"衛部藥輸字第028744號","蘭多美膠囊10毫克","Lendomy Capsules 10mg","膠囊","","綠;;;白","",,"21.7","MYLAN LL10","MYLAN LL10","https://mcp.fda.gov.tw/insert/shapeImg/2b42b0b4-b4bf-4d81-aa56-565baed20fd4?c=o"
"衛部藥輸字第028748號","尚能嘉膜衣錠","SUNLENCA Tablets","四邊形","","棕","","無","21","GSI","62L","https://mcp.fda.gov.tw/insert/shapeImg/1f2f6193-2b88-482d-9a76-e851223a39af?c=o"
"衛部藥輸字第028750號","日方藥研胃腸藥顆粒","KAKONAMIN ICHOYAKU GRANULES","顆粒劑、粉劑或散劑","","棕;;;白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/0910794d-87ee-452c-98a6-31a95ea81512?c=o"
"衛部藥輸字第028758號","德靜妥注射劑100微克/毫升","Dexdor Injection 100mcg/ml Concentrate for solution for infusion",,"","","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/b2a78f3f-931e-4895-bc16-e2282571bc51?c=o"
"衛部藥輸字第028767號","“雷洛”重碳酸鹽粉透析用粉劑","Renal-DRY ","顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑","",";;;;;;;;;","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/07fd1df0-1f3f-4a88-9e17-ed92198ead1e?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/26c1ffec-3e27-4b4d-a1db-833f4799d75c?c=o"
"衛部藥輸字第028769號","立樂寧膠囊75毫克","Zylin 75 (Pregabalin Capsules 75mg)","膠囊","","橘;;;白","","無","15","867",,"https://mcp.fda.gov.tw/insert/shapeImg/3f960632-a28e-42e3-ac12-a3df9ebd6498?c=o"
"衛部藥輸字第028770號","立樂寧膠囊300毫克","Zylin 300 (Pregabalin Capsules 300mg)","膠囊","","綠;;;白","",,,"872",,"https://mcp.fda.gov.tw/insert/shapeImg/871f5325-a89b-4846-a5a1-a1bcff4d8a8f?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/c33ce173-373b-4d58-84b4-38012b861dfe?c=o"
"衛部藥輸字第028783號","立鎮安持續性藥效錠0.375毫克","Zonimide Prolonged Release Tablets 0.375 mg","圓形","","白","","無",,"ER1","0 375","https://mcp.fda.gov.tw/insert/shapeImg/34b4827c-f5b1-4545-95f5-f3d6156ce245?c=o"
"衛部藥輸字第028787號","妥寧“山德士”膜衣錠40毫克","Tulip“SDZ” Film Coated Tablet 40mg","圓形","","白","","十字",,,,"https://mcp.fda.gov.tw/insert/shapeImg/cb61214d-beeb-497d-9d85-cffb6fd5c69d?c=o"
"衛部藥輸字第028788號","妥寧“山德士”膜衣錠20毫克","Tulip“SDZ” Film Coated Tablet 20mg","圓形","","白","","直線",,,,"https://mcp.fda.gov.tw/insert/shapeImg/5940acce-4e6b-4b8b-b592-c4e90d83cd53?c=o"
"衛部藥輸字第028789號","妥寧“山德士”膜衣錠10毫克","Tulip“SDZ” Film Coated Tablet 10mg","圓形","","白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/8a943637-c86e-4c6c-a0be-1cb9d184dfa8?c=o"
"衛部藥輸字第028790號","欣免喘咀嚼錠4毫克","Monte-H 4 (Montelukast Chewable Tablets 4 mg)","橢圓形","","粉","","無","11","112","I","https://mcp.fda.gov.tw/insert/shapeImg/1fd05785-28f1-4c97-b43f-304dcea9110c?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b9a464a8-fff5-43a9-af5a-b26db325c458?c=o"
"衛部藥輸字第028796號","立鎮安持續性藥效錠1.5毫克","Zonimide Prolonged Release Tablets 1.5 mg","橢圓形","","白","","無",,"ER3","1 5","https://mcp.fda.gov.tw/insert/shapeImg/7bb41281-f584-44ed-b89f-85cea7f8becd?c=o"
"衛部藥輸字第028797號","立鎮安持續性藥效錠0.75毫克","Zonimide Prolonged Release Tablets 0.75 mg","圓形","","白","","無",,"ER2","0 75","https://mcp.fda.gov.tw/insert/shapeImg/168d4a7b-0c6c-4238-9065-8185681ffdef?c=o"
"衛部藥輸字第028806號","安立妥錠15毫克","ARITERO 15 (Aripiprazole Tablets 15 mg)","圓形","","黃","","無","6","I","97","https://mcp.fda.gov.tw/insert/shapeImg/7b8c8b0d-7886-47de-84a4-6e83c24d6ec6?c=o"
"衛部藥輸字第028807號","""雷洛""重碳酸鈉粉 透析用粉劑","Renal-CART B","顆粒劑、粉劑或散劑","","白","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/0bbb8a79-9c9f-4f91-8dd4-0d90a9845273?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e9ef1c6c-399c-4718-b35f-ad3a97029992?c=o"
"衛部藥輸字第028808號","耐賦康延遲釋放膠囊","Nefecon delayed release capsule","橢圓形","","白","","無","19","CAL10 4MG",,"https://mcp.fda.gov.tw/insert/shapeImg/cc8ecdc4-decf-49ac-aa3f-8eb34c0d7fc3?c=o"
"衛部藥輸字第028815號","拓舒沃膜衣錠 250毫克","TIBSOVO film-coated tablets 250mg","橢圓形","","藍","","無","20","IVO","250","https://mcp.fda.gov.tw/insert/shapeImg/07fc02d6-fcf7-43d3-8f54-e59988958f61?c=o"
"衛部藥輸字第028816號","助思益長效錠 36 毫克","Focuson Extended Release Tablets 36 mg","圓形","","白","","無","10",,,"https://mcp.fda.gov.tw/insert/shapeImg/a4252c74-28c1-45ee-97b5-1e74069b1a43?c=o"
"衛部藥輸字第028817號","寧脂德膜衣錠180毫克","Nilemdo F.C. Tablets 180 mg","橢圓形","","白","","無",,"ESP","180","https://mcp.fda.gov.tw/insert/shapeImg/ff2df9fb-6f7c-4f0f-95e3-e3b762d7bd27?c=o"
"衛部藥輸字第028820號","泛抑癌膜衣錠200毫克","Truqap 200 mg film-coated tablets","橢圓形","","黃","","無","15","CAV200",,"https://mcp.fda.gov.tw/insert/shapeImg/5c243eb6-c107-4aa4-8b2e-bba5e6f00c62?c=o"
"衛部藥輸字第028821號","泛抑癌膜衣錠160毫克","Truqap 160 mg film-coated tablets","圓形","","黃","","無","10","CAV 160",,"https://mcp.fda.gov.tw/insert/shapeImg/77b5bcdd-aa0c-4704-8521-e5df546dd394?c=o"
"衛部藥輸字第028825號","普拿疼肌立鎮痛彈性藥布","Panadol EX Tape","其他","","","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/86a9112b-c73b-4154-9793-cec636a68555?c=o"
"衛部藥輸字第028841號","除凝樂膜衣錠90毫克","Ticagrelor Sandoz Film Coated Tablets 90mg","圓形","","黃","","無",,"90",,"https://mcp.fda.gov.tw/insert/shapeImg/e87ee1de-935e-476e-979e-4885ec6d0e83?c=o"
"衛部藥輸字第028848號","補又晶眼藥水","BUYOKIN PURE GOLD EYE LOTION","四邊形","","紅","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/d0e32c8b-71b2-4070-8a35-49d1095e428a?c=o"
"衛部藥輸字第028850號","艾菩盾膜衣錠 30 毫克","Apretude 30 mg film-coated tablets","橢圓形","","白","","無","14","SV CTV",,"https://mcp.fda.gov.tw/insert/shapeImg/aa3e2a52-684a-40a9-a587-00fbe15c4ede?c=o"
"衛部藥輸字第028851號","澤諾亞膜衣錠250毫克","Zenora Film-Coated Tablets 250 mg","橢圓形","","白","","無","14.2","250",,"https://mcp.fda.gov.tw/insert/shapeImg/b8576ccf-eb5c-440f-802c-fcf5186a2a2c?c=o"
"衛部藥輸字第028852號","澤諾亞膜衣錠500毫克","Zenora Film-Coated Tablets 500 mg","橢圓形","","紅","","無","18.9","500",,"https://mcp.fda.gov.tw/insert/shapeImg/54febdf6-f85c-4767-a5e0-9c3549271802?c=o"
"衛部藥輸字第028853號","壓達能軟膠囊5毫克","ATANAAL CAPSULE 5","膠囊","","橘","","無","11",,,"https://mcp.fda.gov.tw/insert/shapeImg/fbca42ab-2965-4a26-9876-60586e5731db?c=o"
"衛部藥輸字第028855號","友脈膜衣錠40/10/25毫克","OAH F.C. Tablets 40/10/25 mg","橢圓形","","紅","","無","16","H","O16","https://mcp.fda.gov.tw/insert/shapeImg/4d291753-faf2-4016-b309-f72133876118?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/8a0acdec-86b9-40e5-a1c6-072f0b0a31b1?c=o"
"衛部藥輸字第028856號","歐舒卡膜衣錠5/40毫克","OLMECARD A 5/40  (Amlodipine and Olmesartan Medoxomil Tablets 5 mg / 40 mg)","圓形","","白","","無","10","A11","H","https://mcp.fda.gov.tw/insert/shapeImg/d5d7be3b-8466-4f1e-bb66-b943ea349049?c=o"
"衛部藥輸字第028857號","歐舒卡膜衣錠10/40毫克","OLMECARD A 10/40  (Amlodipine and Olmesartan Medoxomil Tablets 10 mg / 40 mg)","圓形","","棕","","無","10","A 1 2","H","https://mcp.fda.gov.tw/insert/shapeImg/52a12b20-8e59-4eef-9b75-b56dbd8c52af?c=o"
"衛部藥輸字第028858號","歐舒卡膜衣錠5/20毫克","OLMECARD A 5/20  (Amlodipine and Olmesartan Medoxomil Tablets 5 mg / 20 mg)","圓形","","白","","無","10","A9","H","https://mcp.fda.gov.tw/insert/shapeImg/b8646344-bf82-498c-a969-9835385f914e?c=o"
"衛部藥輸字第028859號","蕾羅克錠200毫克","REZUROCK tablets 200 mg","四邊形","","黃","","無","15","KDM","200","https://mcp.fda.gov.tw/insert/shapeImg/f0f9b749-def6-436f-a688-3aa122569599?c=o"
"衛部藥輸字第028860號","奧莫嘉膜衣錠100毫克","OMJJARA Film-Coated Tablets 100 mg","圓形","","棕","","無","9","M","100","https://mcp.fda.gov.tw/insert/shapeImg/bd21078b-baae-4b78-a0b1-5ebf2ef65935?c=o"
"衛部藥輸字第028861號","奧莫嘉膜衣錠150毫克","OMJJARA Film-Coated Tablets 150 mg","三角形","","棕","","無","12","M","150","https://mcp.fda.gov.tw/insert/shapeImg/cc85f6b9-8307-44df-844d-7da6dfe8ff51?c=o"
"衛部藥輸字第028862號","奧莫嘉膜衣錠200毫克","OMJJARA Film-Coated Tablets 200 mg","四邊形","","棕","","無","16","M","200","https://mcp.fda.gov.tw/insert/shapeImg/b0ae10be-d9e0-440c-87cf-1c1f3644de31?c=o"
"衛部藥輸字第028863號","迪寧莫錠0.2毫克","Deturine Tablets 0.2mg","圓形","","白","","直線","8","CKD 0 2",,"https://mcp.fda.gov.tw/insert/shapeImg/20b3d6d7-d45d-442c-9dd3-0d9fe826e54b?c=o"
"衛部藥輸字第028865號","達勝癌膠囊0.1毫克","Talzenna Capsules 0.1 mg","膠囊","","白;;;白","","無","14","Pfizer","TLZ 0 1","https://mcp.fda.gov.tw/insert/shapeImg/ec28af1c-0005-48d8-96cd-0e421e807ba9?c=o"
"衛部藥輸字第028867號","沛得莫疼錠","Paramolan Caf Tablet","四邊形","","白","","無","17",,,"https://mcp.fda.gov.tw/insert/shapeImg/4e52d463-2c60-43bd-a503-9ae02793d788?c=o"
"衛部藥輸字第028868號","迪高平膜衣錠5/40毫克","Dihype Film Coated Tablets 5/40 mg","圓形","","黃","","無","8","L77",,"https://mcp.fda.gov.tw/insert/shapeImg/a1b60f3b-105d-4c08-bbf9-7ad0c89a7208?c=o"
"衛部藥輸字第028869號","迪高平膜衣錠5/20毫克","Dihype Film Coated Tablets 5/20 mg","圓形","","白","","無","6","L75",,"https://mcp.fda.gov.tw/insert/shapeImg/0cdf50df-daff-40c8-bfd2-9460d29f85b6?c=o"
"衛部藥輸字第028870號","迪高平膜衣錠10/40毫克","Dihype Film Coated Tablets 10/40 mg","圓形","","棕","","無","9","L78",,"https://mcp.fda.gov.tw/insert/shapeImg/e69ef8b7-e0eb-4839-8b82-7fbfd5169689?c=o"
"衛部藥輸字第028874號","凱沛樂膜衣錠500毫克","CAPETERO 500 (Capecitabine Film Coated Tablets 500 mg)","橢圓形","","粉","","無","18","H","3","https://mcp.fda.gov.tw/insert/shapeImg/dcaa2f21-f2b4-4ef2-8b93-8f31284a0c63?c=o"
"衛部藥輸字第028876號","“約克”康帝舒錠 16毫克/12.5毫克","Candesartan cilexetil  and Hydrochlorothiazide 16 mg/12.5 mg Tablets ”Y.K.”","橢圓形","","粉","","直線","10","ML 71",,"https://mcp.fda.gov.tw/insert/shapeImg/58ff50d9-9007-4553-8398-c5783c28a094?c=o"
"衛部藥輸字第028877號","隔糖欣膜衣錠25毫克","GLINSIP 25 (Sitagliptin Tablets 25 mg)","圓形","","橘","","無","6","V1","24","https://mcp.fda.gov.tw/insert/shapeImg/d0eb0eb0-598b-446b-b2f1-a4f02661ab7f?c=o"
"衛部藥輸字第028878號","隔糖欣膜衣錠50毫克","GLINSIP 50 (Sitagliptin Tablets 50 mg)","圓形","","黃","","無","8","V1","25","https://mcp.fda.gov.tw/insert/shapeImg/2db11427-6dc1-4b84-b43c-96cd0a6f47e0?c=o"
"衛部藥輸字第028880號","隔糖欣膜衣錠100毫克","GLINSIP 100 (Sitagliptin Tablets 100 mg)","圓形","","白","","無","10","V1","26","https://mcp.fda.gov.tw/insert/shapeImg/c9ba472c-40b4-40ed-a6ec-9468626095b9?c=o"
"衛部藥輸字第028881號","速醒達100毫克/毫升注射劑","Sugammadex Sandoz 100 mg/ml solution for injection",,"",";;;","",,,,,"https://mcp.fda.gov.tw/insert/shapeImg/3638569d-a681-4518-b89e-45d6f60b3ea0?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b3188a43-464b-41b2-91db-100d21727387?c=o"
"衛部藥輸字第028883號","悉糖立平膜衣錠100毫克","Sitagliptin Viatris 100 mg","圓形","","棕","","無",,"M","SN3","https://mcp.fda.gov.tw/insert/shapeImg/00558be5-ed0e-4dfa-92d7-6de2b7a539a6?c=o"
"衛部藥輸字第028886號","伏腸剋膠囊1毫克","FRUZAQLA capsules 1 mg","膠囊","","黃;;;白","","無","15",,"HM013 1mg","https://mcp.fda.gov.tw/insert/shapeImg/ec5beacd-7055-4ead-a926-a06bf4c0993c?c=o"
"衛部藥輸字第028887號","伏腸剋膠囊5毫克","FRUZAQLA capsules 5 mg","膠囊","","紅;;;白","","無","20",,"HM013 5mg","https://mcp.fda.gov.tw/insert/shapeImg/76c9c619-cd96-4a1a-871c-fc8e9cf456b9?c=o"
"衛部藥輸字第028888號","柔栓服膜衣錠10毫克","Rivaroxaban Sandoz Film-coated Tablets 10mg","圓形","","紅","","無","8.5","10",,"https://mcp.fda.gov.tw/insert/shapeImg/5dc910d5-c83e-4125-86c3-ebb8584835c6?c=o"
"衛部藥輸字第028889號","柔栓服膜衣錠20毫克","Rivaroxaban Sandoz Film-coated Tablets 20mg","圓形","","紅","","無","6.5","20",,"https://mcp.fda.gov.tw/insert/shapeImg/4aea7da7-3f6d-48a1-ac33-1691937cf28e?c=o"
"衛部藥輸字第028891號","得塞尼膜衣錠70毫克","pms-Dasatinib film-coated tablets 70 mg","圓形","","白;;;白","","無","9","70","DAS","https://mcp.fda.gov.tw/insert/shapeImg/0629a97b-c1c5-437c-999f-7929cec3943b?c=o"
"衛部藥輸字第028892號","得塞尼膜衣錠20毫克","pms-Dasatinib film-coated tablets 20 mg","圓形","","白;;;白","","無","6.5","DAS","20","https://mcp.fda.gov.tw/insert/shapeImg/074e30fa-af81-4da5-86b6-421aab51a304?c=o"
"衛部藥輸字第028896號","穩鐵膜衣錠360毫克","Wintex Film-coated Tablets 360 mg","橢圓形","","藍","","無","17","360",,"https://mcp.fda.gov.tw/insert/shapeImg/8507736e-bdde-4030-958c-6ad978ef19ec?c=o"
"衛部藥輸字第028898號","保安通舌下錠60微克","UrgeCare Sublingual Tablets 60 μg","圓形","","白;;;白","","無","7",,,"https://mcp.fda.gov.tw/insert/shapeImg/a1ce263f-1e17-4963-a8e1-1e56c523bd4e?c=o"
"衛部藥輸字第028899號","保安通舌下錠240微克","UrgeCare Sublingual Tablets 240 μg","四邊形","","白;;;白","","無","6",,,"https://mcp.fda.gov.tw/insert/shapeImg/afd09343-52c2-4eb3-b478-1d7d2e7504d1?c=o"
"衛部藥輸字第028902號","唯隔糖錠50毫克","VILGLAD (Vildagliptin Tablets 50 mg)","圓形","","白","","無","8.2","V15","H","https://mcp.fda.gov.tw/insert/shapeImg/13a02c91-a968-421c-ac9a-b725de07decd?c=o"
"衛部藥輸字第028912號","助思益長效錠 18 毫克","Focuson Extended Release Tablets 18 mg","圓形","","黃","","無","8.5",,,"https://mcp.fda.gov.tw/insert/shapeImg/0c82bf0c-e9cb-433e-840d-faab6e0b4820?c=o"
"衛部藥輸字第028917號","可諾拉膜衣錠20毫克","CAROZA 20 (Rosuvastatin Tablets 20 mg)","圓形","","粉","","無","0.8","H","R5","https://mcp.fda.gov.tw/insert/shapeImg/574144fb-bc3d-4c4f-8542-9db0e0cf4d79?c=o"
"衛部藥輸字第028918號","可諾拉膜衣錠10毫克","CAROZA 10 (Rosuvastatin Tablets 10 mg)","圓形","","粉","","無","0.5","H","R4","https://mcp.fda.gov.tw/insert/shapeImg/23067a05-926b-4ce9-ab3b-d476fd6552a8?c=o"
"衛部藥輸字第028919號","可諾拉膜衣錠5毫克","CAROZA 5 (Rosuvastatin Tablets 5 mg)","圓形","","黃","","無","0.5","H","R3","https://mcp.fda.gov.tw/insert/shapeImg/9f8de91c-d8c0-43ac-b2eb-6ff741c884a3?c=o"
"衛部藥輸字第028921號","坦舒淨膠囊0.5mg/0.4mg","Dutastam Capsules","膠囊","","白;;;棕","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/6d217f35-57e2-4ea2-87fc-38b493d6e60d?c=o"
"衛部藥輸字第028922號","優挺力膜衣錠20毫克","Udalis F.C. Tablets 20mg","其他","","黃","","無","13","T20",,"https://mcp.fda.gov.tw/insert/shapeImg/bab3003f-a391-448a-9416-5ed3b3ea782e?c=o"
"衛部藥輸字第028930號","脈思歐膜衣錠40/5/12.5毫克","Mixall Tablets 40/5/12.5 mg","圓形","","黃","","無","9.5","T22",,"https://mcp.fda.gov.tw/insert/shapeImg/901fdcb5-ff7f-41c6-ba71-aad6b6a5b561?c=o"
"衛部藥輸字第028931號","脈思歐膜衣錠40/10/25毫克","Mixall Tablets 40/10/25 mg","橢圓形","","紅","","無","15","T30",,"https://mcp.fda.gov.tw/insert/shapeImg/f866a666-b329-4e80-bec7-67f693013c0b?c=o"
"衛部藥輸字第028932號","脈思歐膜衣錠40/10/12.5毫克","Mixall Tablets 40/10/12.5 mg","圓形","","紅","","無","9.5","T24",,"https://mcp.fda.gov.tw/insert/shapeImg/98d5d167-c78b-44b5-9b33-2397d55af02c?c=o"
"衛部藥輸字第028933號","脈思歐膜衣錠20/5/12.5毫克","Mixall Tablets 20/5/12.5 mg","圓形","","白","","無","8","T21",,"https://mcp.fda.gov.tw/insert/shapeImg/0d756c5d-bbaf-4853-b6ae-70d475a3a51c?c=o"
"衛部藥輸字第028936號","樂立平膜衣錠10毫克","LERLET (Lercanidipine hydrochloride film coated tablets 10 mg)","圓形","","黃","","直線","8","HL","3 and 4","https://mcp.fda.gov.tw/insert/shapeImg/4467019c-b040-4979-86f5-203e66867b8d?c=o"
"衛部藥輸字第028938號","健泰適膜衣錠75毫克","GEMTESA tablets 75 mg","橢圓形","","綠","","無","9","V75",,"https://mcp.fda.gov.tw/insert/shapeImg/c319b8d8-919e-4cb0-b9e9-45d16ad33cad?c=o"
"衛部藥輸字第028939號","欣達效注射劑","Daptomycin/Anfarm 500 mg powder for solution for injection or infusion","其他","","","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/e3095dae-8182-4cbe-aab7-dc22efa1676a?c=o"
"衛部藥輸字第028944號","癌妥飛3毫克膜衣錠","Itovebi 3 mg film-coated tablets","圓形","","紅","","無","6","INA 3",,"https://mcp.fda.gov.tw/insert/shapeImg/b8e2c0c1-be3b-4497-8ab4-c3533970a723?c=o"
"衛部藥輸字第028945號","癌妥飛9毫克膜衣錠","Itovebi 9 mg film-coated tablets","橢圓形","","粉","","無","13","INA 9",,"https://mcp.fda.gov.tw/insert/shapeImg/45a4f018-9741-48d8-bfc8-b8cb9cf62f0a?c=o"
"衛部藥輸字第028947號","柔栓服膜衣錠2.5毫克","Rivaroxaban Sandoz Film-coated Tablets 2.5mg","圓形","","黃","","直線","8.5","2 5",,"https://mcp.fda.gov.tw/insert/shapeImg/39b7acae-1f4f-4441-854b-8951c6d48dde?c=o"
"衛部藥輸字第028948號","柔栓服膜衣錠15毫克","Rivaroxaban Sandoz Film-coated Tablets 15mg","圓形","","紅","","直線","5.5","15",,"https://mcp.fda.gov.tw/insert/shapeImg/c614f659-b22c-4ea2-a5fe-8bd57fd3a37b?c=o"
"衛部藥輸字第028959號","維復泰膜衣錠17.7毫克","Vanflyta F.C. Tablets 17.7 mg","圓形","","白","","無","10.3","DSC 511",,"https://mcp.fda.gov.tw/insert/shapeImg/fa9f6f14-f4bc-4c22-bd6e-80cf67b6c8b4?c=o"
"衛部藥輸字第028961號","甦佳美注射液100毫克/毫升","Sugammadex Viatris","液劑(包含糖漿用粉劑)","","透明","","無",,,,"https://mcp.fda.gov.tw/insert/shapeImg/2161a0e3-8625-4054-abd9-de6f0df522c4?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/6c1348fd-3f71-4bd4-a535-e871a69995a5?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/9ddb12b7-2204-4a9f-bf61-84c5d8c3d4b1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d63f4f0f-77a1-4ad0-9afc-01ffc6662a5b?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e6475a95-e353-4602-8296-0b42e99f96f1?c=o"
"衛部藥輸字第028963號","維復泰膜衣錠26.5毫克","Vanflyta F.C. Tablets 26.5 mg","圓形","","黃","","無","10.5","DSC 512",,"https://mcp.fda.gov.tw/insert/shapeImg/dad0635a-836e-45e6-b0a9-eb0b83c4a943?c=o"
"衛部藥輸字第028967號","倚庫薩膜衣錠1毫克","Isturisa 1mg Film-Coated Tablets","圓形","","黃","","無","6.1","1",,"https://mcp.fda.gov.tw/insert/shapeImg/5fc626c0-2b8d-44dd-a473-00bbd7a9a78e?c=o"
"衛部藥輸字第028972號","悉敏糖控膜衣錠50/850毫克","Sitagliptin/Metformin Viatris 50/850mg Film-Coated Tablets","其他","","粉","","無","22","M","SM2","https://mcp.fda.gov.tw/insert/shapeImg/f795ed9a-02e9-484b-be57-70651ed4dd3b?c=o"
"衛署藥製字第021830號","樂瀉寧錠（樂必寧）","LOPERAMIN TABLETS (LOPERAMIDE) ""M.T.""","圓形","","白","","無","8","M T 300",,"https://mcp.fda.gov.tw/insert/shapeImg/adbecead-3425-4658-9c24-d6eed317fe48?c=o"
"衛署藥製字第021882號","""培力""寧治腫膠囊","NINGILON CAPSULES ""P.L.""","膠囊","","藍;;;灰","","無","17","Peili C06",,"https://mcp.fda.gov.tw/insert/shapeImg/d380acec-8302-40e7-ba40-21f56acd6fa4?c=o"
"衛署藥製字第021886號","""壽元""美他貝松錠（貝他美松）","BETAMETHASONE TABLETS ""S.Y.""","圓形","","藍","","無","6.5",,,"https://mcp.fda.gov.tw/insert/shapeImg/44f25436-67dc-4b5b-a770-3a1478c17de2?c=o"
